occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Database administrator,Receptionist,30.8,89.1,76.82,-1.27,1.85,92.50,78.57,-1.56,85.54,84.20
Personal financial advisor,Mental health counselor,32.6,74.6,76.77,2.50,2.21,15.00,0.00,0.14,7.50,7.49
Cost estimator,Executive secretary,17.7,90.0,76.64,2.20,5.25,0.00,20.83,-1.53,10.42,10.26
Cost estimator,Insurance sales agent,17.7,54.9,76.63,1.48,-2.03,2.50,0.00,1.75,1.25,1.23
Cost estimator,Tax preparer,17.7,66.3,76.62,1.87,0.97,47.50,86.49,0.45,66.99,66.69
Cost estimator,Real estate broker,17.7,57.0,76.60,1.95,2.99,7.50,90.00,-0.52,48.75,48.50
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,76.59,-1.32,-1.03,0.00,47.37,-0.14,23.68,23.65
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,76.54,-0.01,2.01,0.00,0.00,-1.01,0.00,0.00
Personal financial advisor,Real estate broker,32.6,57.0,76.52,1.37,1.33,0.00,0.00,0.02,0.00,0.00
Lawyer,Public relations specialist,39.5,76.2,76.49,-1.02,-0.01,0.00,62.50,-0.50,31.25,31.09
Materials engineer,Medical appliance technician,13.5,58.9,76.44,0.33,-1.75,2.50,0.00,1.04,1.25,1.24
Database administrator,Legal secretary,30.8,96.4,76.29,-1.14,0.47,70.00,82.76,-0.80,76.38,75.77
Cost estimator,Loan officer,17.7,51.6,76.26,1.13,1.21,0.00,12.82,-0.04,6.41,6.41
Chemical technician,Pharmacy technician,35.0,79.3,76.25,2.26,4.27,17.86,30.77,-1.01,24.31,24.07
Chemical technician,Medical appliance technician,35.0,58.9,76.25,2.64,-1.39,0.00,0.00,2.02,0.00,0.00
Web developer,Receptionist,19.4,89.1,76.23,1.05,1.98,92.50,100.00,-0.47,96.25,95.80
Chief executive,Compliance officer,30.6,51.8,76.20,1.61,2.49,0.00,25.00,-0.44,12.50,12.44
Counter and rental clerk,File Clerk,38.7,76.0,76.19,1.18,0.50,62.50,76.00,0.34,69.25,69.01
Director,Editor,43.6,56.6,76.17,2.71,-0.53,40.00,7.50,1.62,23.75,23.37
Software quality tester,Loan interviewer,44.1,76.9,76.16,0.84,-1.93,0.00,4.00,1.38,2.00,1.97
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,76.04,-0.36,1.52,0.00,0.00,-0.94,0.00,0.00
Counter and rental clerk,Postal service clerk,38.7,54.1,75.95,4.54,2.39,6.25,10.53,1.08,8.39,8.30
Food service manager,Social and human service assistant,46.7,75.3,75.94,1.44,6.12,27.50,30.00,-2.34,28.75,28.08
Actor,Artist,47.0,51.6,75.94,1.29,-0.59,0.00,0.00,0.94,0.00,0.00
Computer systems manager,Executive secretary,27.7,90.0,75.92,0.28,6.80,2.50,20.83,-3.26,11.67,11.29
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,75.82,0.91,1.64,0.00,15.62,-0.37,7.81,7.78
First-line supervisor of security workers,Compliance officer,22.5,51.8,75.74,1.58,1.88,0.00,67.50,-0.15,33.75,33.70
Food service manager,Medical and health services manager,46.7,71.8,75.63,2.38,2.11,42.50,30.00,0.14,36.25,36.20
Personal financial advisor,Tax preparer,32.6,66.3,75.58,1.34,3.16,10.00,0.00,-0.91,5.00,4.95
Computer systems manager,Loan officer,27.7,51.6,75.57,0.65,2.74,2.50,0.00,-1.04,1.25,1.24
Personal financial advisor,Fundraiser,32.6,74.9,75.56,2.03,0.36,0.00,5.00,0.83,2.50,2.48
Database administrator,Loan officer,30.8,51.6,75.53,-2.10,2.26,47.50,74.36,-2.18,60.93,59.60
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,75.50,2.52,-1.53,0.00,25.00,2.03,12.50,12.25
Software quality tester,Public relations specialist,44.1,76.2,75.49,1.16,-0.55,60.00,82.50,0.85,71.25,70.64
Chemical technician,Medical assistant,35.0,88.8,75.48,4.27,-1.67,3.57,4.76,2.97,4.17,4.04
Database administrator,Customer service representative,30.8,65.3,75.45,-2.91,0.44,67.50,39.29,-1.68,53.39,52.50
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,75.29,0.30,-0.40,15.00,100.00,0.35,57.50,57.30
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,75.22,0.59,4.34,0.00,0.00,-1.88,0.00,0.00
Database administrator,Advertising sales agent,30.8,52.7,75.20,-0.13,1.83,95.00,100.00,-0.98,97.50,96.54
Mechanical engineer,Filling machine operator,10.1,57.3,75.05,4.57,0.66,20.00,0.00,1.96,10.00,9.80
Cutting worker,Filling machine operator,31.1,57.3,75.05,1.80,1.65,7.50,0.00,0.07,3.75,3.75
Counter and rental clerk,Customer service representative,38.7,65.3,75.00,2.64,-0.50,0.00,7.14,1.57,3.57,3.52
Counter and rental clerk,Cashier,38.7,69.8,74.91,1.29,2.37,0.00,72.22,-0.54,36.11,35.92
Emergency medical technician,Veterinary technician,39.4,89.9,74.88,-3.47,-1.54,0.00,0.00,-0.96,0.00,0.00
Computer programmer,Graphic designer,21.5,54.7,74.86,3.69,-0.12,45.00,13.51,1.90,29.26,28.70
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,74.84,1.25,-0.82,0.00,0.00,1.03,0.00,0.00
Computer systems manager,Legal secretary,27.7,96.4,74.81,1.98,2.24,0.00,10.34,-0.13,5.17,5.17
Computer support specialist,Receptionist,26.2,89.1,74.80,1.27,2.47,0.00,0.00,-0.60,0.00,0.00
Boiler operator,Filling machine operator,7.1,57.3,74.80,5.02,-4.75,47.06,72.50,4.88,59.78,56.86
Counter and rental clerk,Receptionist,38.7,89.1,74.78,2.48,1.62,12.50,32.14,0.43,22.32,22.23
Web developer,Loan interviewer,19.4,76.9,74.47,1.87,-0.13,15.00,72.00,1.00,43.50,43.07
Dentist,Dental assistant,39.5,92.8,74.45,1.98,-3.13,0.00,0.00,2.55,0.00,0.00
Lawyer,Real estate broker,39.5,57.0,74.41,-2.49,0.33,30.00,10.00,-1.41,20.00,19.72
Logistician,Loan officer,38.7,51.6,74.40,-2.03,1.62,0.00,0.00,-1.83,0.00,0.00
Lawyer,Mental health counselor,39.5,74.6,74.40,-0.38,2.21,0.00,0.00,-1.29,0.00,0.00
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,74.37,-0.55,-1.25,100.00,100.00,0.35,100.00,99.65
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,74.33,-0.49,-2.17,0.00,0.00,0.84,0.00,0.00
Mechanical engineer,Medical appliance technician,10.1,58.9,74.33,4.01,-1.57,12.50,0.00,2.79,6.25,6.08
Surgeon,Surgical technologist,20.0,76.9,74.31,-0.27,-1.88,3.23,0.00,0.81,1.61,1.60
Electrical and electronics engineer,Medical scientist,11.6,51.8,74.26,1.25,-3.37,21.21,5.26,2.31,13.24,12.93
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,74.26,0.79,1.04,0.00,5.00,-0.13,2.50,2.50
Surgeon,Biological scientist,20.0,55.0,74.25,0.19,0.50,22.58,100.00,-0.15,61.29,61.20
Director,Artist,43.6,51.6,74.25,2.12,-0.40,30.00,2.50,1.26,16.25,16.05
Occupational health and safety specialist,Customer service representative,17.9,65.3,74.22,-0.64,-0.18,0.00,0.00,-0.23,0.00,0.00
Computer support specialist,Public safety telecommunicator,26.2,78.2,74.13,1.43,3.96,0.00,13.16,-1.26,6.58,6.50
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,74.11,-0.14,-1.72,7.50,34.78,0.79,21.14,20.97
Logistician,Paralegal,38.7,83.0,74.11,-1.34,4.04,0.00,0.00,-2.69,0.00,0.00
Postal service mail carrier,Postal service clerk,34.7,54.1,74.08,2.51,2.87,0.00,0.00,-0.18,0.00,0.00
Printing press operator,Sewing machine operator,24.7,70.7,74.07,1.07,0.56,0.00,0.00,0.25,0.00,0.00
Web developer,Real estate broker,19.4,57.0,74.03,3.04,0.52,62.50,100.00,1.26,81.25,80.23
Construction manager,Real estate broker,10.6,57.0,73.99,-0.51,2.26,57.50,90.00,-1.39,73.75,72.73
Cutting worker,Sewing machine operator,31.1,70.7,73.97,2.16,1.10,12.50,27.50,0.53,20.00,19.89
Occupational health and safety specialist,Supervisor of personal care and service workers,17.9,65.8,73.92,-0.05,0.17,0.00,0.00,-0.11,0.00,0.00
Logistician,Receptionist,38.7,89.1,73.91,-1.18,0.97,7.50,0.00,-1.08,3.75,3.71
Computer support specialist,Loan officer,26.2,51.6,73.88,-0.37,3.30,0.00,0.00,-1.84,0.00,0.00
Web developer,Payroll and timekeeping clerk,19.4,88.2,73.83,1.33,-2.28,65.00,100.00,1.81,82.50,81.01
Occupational health and safety specialist,First-line supervisor of office and administrative support workers,17.9,65.8,73.81,-0.89,-0.19,0.00,0.00,-0.35,0.00,0.00
Computer support specialist,Compliance officer,26.2,51.8,73.76,1.61,3.02,0.00,20.00,-0.70,10.00,9.93
Materials engineer,Medical and health services manager,13.5,71.8,73.71,1.46,1.81,30.00,2.50,-0.18,16.25,16.22
First-line supervisor of housekeeping and janitorial workers,Social and human service assistant,44.1,75.3,73.70,0.77,1.36,0.00,95.00,-0.29,47.50,47.36
Lawyer,School psychologist,39.5,87.9,73.63,-0.98,4.22,5.00,28.12,-2.60,16.56,16.13
Cook,Food preparation worker,39.8,58.7,73.62,1.12,0.41,95.00,100.00,0.35,97.50,97.16
Chemical technician,Medical and health services manager,35.0,71.8,73.59,3.37,1.99,7.14,0.00,0.69,3.57,3.55
Chemical engineer,Medical appliance technician,21.6,58.9,73.54,-3.07,-1.65,2.50,0.00,-0.71,1.25,1.24
Computer systems manager,Billing and posting clerk,27.7,91.4,73.53,1.47,-0.22,100.00,100.00,0.84,100.00,99.16
Supervisor of transportation and material moving workers,Order clerk,25.5,58.3,73.51,0.47,0.22,0.00,0.00,0.13,0.00,0.00
Materials engineer,Miscellaneous health technician,13.5,72.7,73.48,3.00,0.44,5.00,0.00,1.28,2.50,2.47
Electrical and electronics engineer,Medical appliance technician,11.6,58.9,73.48,2.98,-1.53,0.00,0.00,2.26,0.00,0.00
Computer systems analyst,Billing and posting clerk,37.8,91.4,73.47,0.77,-2.88,100.00,100.00,1.83,100.00,98.17
Electrical and electronic engineering technician,Social and human service assistant,11.6,75.3,73.44,1.99,3.83,0.00,10.00,-0.92,5.00,4.95
Surgeon,Medical assistant,20.0,88.8,73.43,-0.55,-2.54,0.00,0.00,0.99,0.00,0.00
Computer support specialist,Payroll and timekeeping clerk,26.2,88.2,73.38,0.22,-2.26,2.50,13.04,1.24,7.77,7.68
Stocker,Order clerk,36.5,58.3,73.36,0.34,-1.08,6.45,0.00,0.71,3.23,3.20
Surgeon,Pharmacist,20.0,57.8,73.34,-0.13,-4.33,0.00,0.00,2.10,0.00,0.00
Chief executive,Entertainment and recreation manager,30.6,50.1,73.34,4.82,-0.45,7.50,43.24,2.63,25.37,24.70
Lawyer,Compliance officer,39.5,51.8,73.33,-0.87,1.68,27.50,25.00,-1.27,26.25,25.92
Construction manager,Medical and health services manager,10.6,71.8,73.26,0.83,0.94,37.50,90.00,-0.06,63.75,63.71
Surgeon,Nurse practitioner,20.0,89.8,73.22,-0.21,-0.82,0.00,4.76,0.31,2.38,2.37
Computer systems manager,File Clerk,27.7,76.0,73.18,0.46,-1.59,22.50,60.00,1.02,41.25,40.83
First-line supervisor of housekeeping and janitorial workers,Supervisor of personal care and service workers,44.1,65.8,73.16,0.11,-0.15,0.00,45.45,0.13,22.73,22.70
Computer systems manager,Receptionist,27.7,89.1,73.14,1.45,2.07,2.50,7.14,-0.31,4.82,4.81
Personal financial advisor,School psychologist,32.6,87.9,73.12,1.97,4.81,0.00,9.38,-1.42,4.69,4.62
Chief executive,Fundraiser,30.6,74.9,73.11,3.67,-0.01,40.00,55.00,1.84,47.50,46.63
Surgeon,Miscellaneous health technician,20.0,72.7,73.11,3.19,0.87,0.00,0.00,1.16,0.00,0.00
Photographer,Graphic designer,48.5,54.7,73.10,0.82,4.15,62.50,48.65,-1.67,55.57,54.65
Automotive service mechanic,Medical appliance technician,2.5,58.9,73.05,-1.07,-2.15,0.00,0.00,0.54,0.00,0.00
Counter and rental clerk,Social and human service assistant,38.7,75.3,73.01,3.95,3.12,0.00,22.50,0.41,11.25,11.20
Security guard,Compliance officer,24.9,51.8,72.96,1.73,1.71,29.63,37.50,0.01,33.56,33.56
Correctional officer,Probation officer,33.9,57.4,72.95,-0.63,-2.45,12.50,62.50,0.91,37.50,37.16
Computer programmer,Tutor,21.5,70.4,72.94,4.78,-0.40,25.00,0.00,2.59,12.50,12.18
Electrical and electronic engineering technician,Ophthalmic medical technician,11.6,73.7,72.90,0.66,-1.65,0.00,0.00,1.15,0.00,0.00
Construction manager,Receptionist,10.6,89.1,72.88,-0.07,1.72,77.50,67.86,-0.89,72.68,72.03
Chemical technician,Pharmacist,35.0,57.8,72.85,2.33,-4.85,21.43,0.00,3.59,10.71,10.33
Aerospace engineer,Medical scientist,15.2,51.8,72.83,1.06,-2.97,0.00,0.00,2.02,0.00,0.00
Mechanical engineer,Graphic designer,10.1,54.7,72.82,3.45,0.59,27.50,18.92,1.43,23.21,22.88
First-line supervisor of correctional officers,Probation officer,35.9,57.4,72.72,0.60,-3.85,13.16,50.00,2.22,31.58,30.88
Surgeon,Dental assistant,20.0,92.8,72.69,-0.33,0.85,0.00,0.00,-0.59,0.00,0.00
Network and computer systems administrator,Billing and posting clerk,16.7,91.4,72.66,0.89,-1.47,100.00,100.00,1.18,100.00,98.82
Chemical engineer,Miscellaneous health technician,21.6,72.7,72.64,-2.93,0.27,0.00,0.00,-1.60,0.00,0.00
Computer programmer,Editor,21.5,56.6,72.62,4.85,-0.41,50.00,72.50,2.63,61.25,59.64
Chemical technician,Phlebotomist,35.0,90.3,72.57,-2.62,3.30,67.86,88.89,-2.96,78.37,76.05
Food service manager,Fast food and counter worker,46.7,66.3,72.53,0.25,0.17,55.00,51.72,0.04,53.36,53.34
Computer support specialist,Billing and posting clerk,26.2,91.4,72.52,3.29,-1.04,100.00,100.00,2.16,100.00,97.84
Construction manager,Social and human service assistant,10.6,75.3,72.52,-0.98,6.13,30.00,25.00,-3.56,27.50,26.52
Network and computer systems administrator,Compliance officer,16.7,51.8,72.51,2.37,4.56,0.00,45.00,-1.10,22.50,22.25
Director,Author,43.6,53.8,72.50,1.86,-0.23,37.50,0.00,1.05,18.75,18.55
Refractory machinery mechanic,Filling machine operator,3.9,57.3,72.46,-1.72,-2.02,0.00,0.00,0.15,0.00,0.00
Chiropractor,Massage therapist,41.1,83.7,72.44,3.25,-4.82,0.00,0.00,4.04,0.00,0.00
Retail salesperson,Order clerk,49.2,58.3,72.41,0.70,-1.31,23.81,3.12,1.00,13.47,13.33
Cutting worker,Food preparation worker,31.1,58.7,72.40,2.33,0.77,87.50,95.00,0.78,91.25,90.54
Cutting worker,Order clerk,31.1,58.3,72.37,2.59,-2.06,42.50,21.88,2.33,32.19,31.44
Cook,Food batchmaker,39.8,55.7,72.35,0.69,0.94,100.00,100.00,-0.13,100.00,99.87
Network and computer systems administrator,Public safety telecommunicator,16.7,78.2,72.35,0.36,5.62,0.00,39.47,-2.63,19.74,19.22
First-line supervisor of production and operating workers,First-line supervisor of food preparation and serving workers,23.5,53.5,72.28,0.37,1.75,3.70,12.50,-0.69,8.10,8.05
Personal financial advisor,Lodging manager,32.6,61.6,72.27,0.22,2.81,40.00,0.00,-1.30,20.00,19.74
Materials engineer,Ophthalmic medical technician,13.5,73.7,72.25,1.37,-2.39,10.00,0.00,1.88,5.00,4.91
Materials engineer,Graphic designer,13.5,54.7,72.21,-1.63,-0.55,17.50,2.70,-0.54,10.10,10.05
Computer support specialist,First-line supervisor of office and administrative support workers,26.2,65.8,72.21,1.41,-0.47,12.50,0.00,0.94,6.25,6.19
Counter and rental clerk,Executive secretary,38.7,90.0,72.11,2.50,6.27,6.25,16.67,-1.89,11.46,11.24
Pest control worker,Housekeeping cleaner,5.1,88.4,72.07,2.60,-0.90,91.18,87.50,1.75,89.34,87.77
First-line supervisor of construction trades and extraction workers,First-line supervisor of office and administrative support workers,5.1,65.8,72.05,1.64,0.03,0.00,0.00,0.81,0.00,0.00
Computer programmer,Receptionist,21.5,89.1,72.01,5.35,2.40,50.00,21.43,1.48,35.71,35.19
Chef,Food batchmaker,23.3,55.7,71.98,-0.39,0.08,100.00,100.00,-0.24,100.00,99.76
Police officer,Probation officer,14.4,57.4,71.98,1.59,-1.56,20.00,30.00,1.58,25.00,24.61
Cook,First-line supervisor of food preparation and serving workers,39.8,53.5,71.98,-0.40,0.37,55.00,2.50,-0.38,28.75,28.64
Telecommunication equipment installer,Medical appliance technician,5.9,58.9,71.96,1.41,-2.45,0.00,7.50,1.93,3.75,3.68
Director,Translator,43.6,74.4,71.96,5.65,-0.14,72.50,50.00,2.90,61.25,59.48
Electrical and electronic engineering technician,Psychiatric technician,11.6,69.5,71.84,0.04,1.83,20.00,0.00,-0.90,10.00,9.91
Chemical engineer,Ophthalmic medical technician,21.6,73.7,71.82,-3.35,-2.92,7.50,0.00,-0.21,3.75,3.74
Correctional officer,Public safety telecommunicator,33.9,78.2,71.81,4.46,3.34,6.25,0.00,0.56,3.12,3.11
Parts salesperson,Order clerk,22.9,58.3,71.77,-1.66,-1.26,13.51,0.00,-0.20,6.76,6.74
Supervisor of transportation and material moving workers,First-line supervisor of office and administrative support workers,25.5,65.8,71.74,1.64,0.36,0.00,0.00,0.64,0.00,0.00
Emergency medical technician,Miscellaneous health technician,39.4,72.7,71.70,-2.89,-0.35,0.00,0.00,-1.27,0.00,0.00
Surgeon,Medical records specialist,20.0,88.9,71.69,-0.63,1.58,0.00,0.00,-1.10,0.00,0.00
Computer systems analyst,Executive secretary,37.8,90.0,71.68,1.04,6.80,0.00,20.83,-2.88,10.42,10.12
Chiropractor,Physical therapist,41.1,67.5,71.66,3.61,0.75,0.00,0.00,1.43,0.00,0.00
Wastewater treatment system operator,Medical appliance technician,7.3,58.9,71.58,-0.50,0.67,0.00,10.00,-0.59,5.00,4.97
Computer network architect,Loan officer,7.7,51.6,71.57,0.66,2.78,0.00,0.00,-1.06,0.00,0.00
Materials engineer,Medical records specialist,13.5,88.9,71.57,1.34,2.09,2.50,0.00,-0.38,1.25,1.25
Chemical engineer,Pharmacist,21.6,57.8,71.54,-3.87,-4.18,42.50,0.00,0.16,21.25,21.22
Chief executive,Lodging manager,30.6,61.6,71.54,1.01,2.29,32.50,12.50,-0.64,22.50,22.36
Electrical and electronic engineering technician,Medical scientist,11.6,51.8,71.53,0.10,-3.71,22.50,10.53,1.91,16.51,16.20
Computer systems manager,First-line supervisor of office and administrative support workers,27.7,65.8,71.50,-2.34,-0.65,52.50,0.00,-0.84,26.25,26.03
First-line supervisor of police and detectives,Probation officer,10.5,57.4,71.49,-0.91,-2.54,0.00,92.50,0.81,46.25,45.87
Food service manager,Entertainment and recreation manager,46.7,50.1,71.49,4.32,0.84,52.50,94.59,1.74,73.55,72.27
Computer network architect,Graphic designer,7.7,54.7,71.48,1.51,-1.00,17.50,29.73,1.26,23.61,23.32
Dentist,Physician assistant,39.5,68.8,71.37,2.57,5.95,7.89,45.00,-1.69,26.45,26.00
Actor,Author,47.0,53.8,71.33,0.04,0.03,0.00,0.00,0.01,0.00,0.00
First-line supervisor of security workers,Public safety telecommunicator,22.5,78.2,71.32,1.59,1.58,0.00,18.42,0.00,9.21,9.21
First-line supervisor of housekeeping and janitorial workers,Medical and health services manager,44.1,71.8,71.20,0.66,0.51,0.00,100.00,0.07,50.00,49.96
Emergency medical technician,Medical assistant,39.4,88.8,71.18,-4.08,-1.76,0.00,0.00,-1.16,0.00,0.00
Computer support specialist,Executive secretary,26.2,90.0,71.18,2.22,7.99,7.50,16.67,-2.89,12.08,11.73
Logistician,Legal secretary,38.7,96.4,71.16,-2.34,1.39,0.00,0.00,-1.86,0.00,0.00
First-line supervisor of security workers,Probation officer,22.5,57.4,71.15,1.33,-2.40,0.00,32.50,1.87,16.25,15.95
Chief executive,Loan officer,30.6,51.6,71.12,1.14,3.31,0.00,0.00,-1.09,0.00,0.00
Police officer,Public safety telecommunicator,14.4,78.2,71.01,0.61,2.78,0.00,0.00,-1.08,0.00,0.00
First-line supervisor of housekeeping and janitorial workers,Medical assistant,44.1,88.8,70.99,0.98,-1.05,0.00,42.86,1.02,21.43,21.21
Electrical and electronic engineering technician,Filling machine operator,11.6,57.3,70.97,1.32,-0.47,5.00,2.50,0.89,3.75,3.72
Computer support specialist,File Clerk,26.2,76.0,70.92,0.60,-1.68,32.50,4.00,1.14,18.25,18.04
Chef,First-line supervisor of food preparation and serving workers,23.3,53.5,70.92,-0.83,0.30,100.00,2.50,-0.57,51.25,50.96
Chiropractor,Physical therapist assistant,41.1,68.7,70.87,3.13,-6.16,0.00,0.00,4.65,0.00,0.00
Computer systems manager,Medical and health services manager,27.7,71.8,70.85,-0.70,0.50,50.00,2.50,-0.60,26.25,26.09
Materials engineer,Filling machine operator,13.5,57.3,70.84,1.58,1.62,25.00,0.00,-0.02,12.50,12.50
Cafeteria attendant,Waiter,43.3,68.8,70.74,8.42,-0.09,20.00,0.00,4.25,10.00,9.57
Transportation service attendant,Flight attendant,23.4,78.0,70.73,-2.84,-4.48,0.00,0.00,0.82,0.00,0.00
Electrical and electronics engineer,Biological scientist,11.6,55.0,70.71,0.73,1.51,100.00,100.00,-0.39,100.00,99.61
Network and computer systems administrator,Executive secretary,16.7,90.0,70.71,1.24,7.37,0.00,16.67,-3.06,8.33,8.08
First-line supervisor of housekeeping and janitorial workers,Nursing assistant,44.1,90.1,70.68,0.30,-1.78,0.00,33.33,1.04,16.67,16.49
Computer systems manager,Lodging manager,27.7,61.6,70.61,2.06,4.01,82.50,62.50,-0.98,72.50,71.79
Director,Mental health counselor,43.6,74.6,70.60,0.77,1.28,0.00,0.00,-0.26,0.00,0.00
Computer network architect,Billing and posting clerk,7.7,91.4,70.55,1.22,-0.98,100.00,100.00,1.10,100.00,98.90
Chemical engineer,Medical and health services manager,21.6,71.8,70.53,-3.24,1.81,15.00,2.50,-2.53,8.75,8.53
Computer systems analyst,Public safety telecommunicator,37.8,78.2,70.50,0.96,4.45,0.00,2.63,-1.74,1.32,1.29
Emergency medical technician,Respiratory therapist,39.4,62.4,70.49,-4.64,0.00,0.00,0.00,-2.32,0.00,0.00
Construction and building inspector,Real estate broker,10.5,57.0,70.48,1.90,2.07,100.00,92.50,-0.08,96.25,96.17
Aerospace engineer,Biological scientist,15.2,55.0,70.46,-1.99,0.39,45.00,100.00,-1.19,72.50,71.64
Retail salesperson,Cashier,49.2,69.8,70.45,2.10,1.31,14.29,2.78,0.39,8.53,8.50
Electrical and electronic engineering technician,Billing and posting clerk,11.6,91.4,70.34,1.57,1.12,85.00,100.00,0.22,92.50,92.29
Personal financial advisor,Entertainment and recreation manager,32.6,50.1,70.34,2.47,0.17,12.50,5.41,1.15,8.95,8.85
Cutting worker,Laundry worker,31.1,74.5,70.33,3.16,1.91,80.00,100.00,0.62,90.00,89.44
Computer systems analyst,File Clerk,37.8,76.0,70.32,1.73,-3.12,2.50,8.00,2.42,5.25,5.12
Photographer,Author,48.5,53.8,70.32,-0.45,-3.45,87.50,47.50,1.50,67.50,66.49
Computer hardware engineer,Medical appliance technician,5.9,58.9,70.19,1.29,-1.65,0.00,0.00,1.47,0.00,0.00
Chief executive,Receptionist,30.6,89.1,70.09,2.10,1.89,2.50,7.14,0.10,4.82,4.82
Emergency medical technician,Physician assistant,39.4,68.8,70.09,-3.95,4.61,0.00,0.00,-4.28,0.00,0.00
Retail salesperson,Receptionist,49.2,89.1,70.06,-1.22,2.39,0.00,0.00,-1.80,0.00,0.00
Mechanical engineer,Miscellaneous health technician,10.1,72.7,70.06,3.59,0.93,5.00,0.00,1.33,2.50,2.47
Supervisor of transportation and material moving workers,Supervisor of personal care and service workers,25.5,65.8,70.03,1.25,-0.36,0.00,18.18,0.80,9.09,9.02
Chef,Food preparation worker,23.3,58.7,69.84,0.78,0.43,100.00,100.00,0.18,100.00,99.82
First-line supervisor of housekeeping and janitorial workers,Lodging manager,44.1,61.6,69.83,0.79,0.19,0.00,100.00,0.30,50.00,49.85
Computer programmer,Paralegal,21.5,83.0,69.83,5.62,1.15,50.00,0.00,2.23,25.00,24.44
Logistician,Tutor,38.7,70.4,69.79,-0.66,-0.65,0.00,0.00,-0.01,0.00,0.00
Civil engineer,Real estate broker,16.9,57.0,69.78,2.26,1.36,7.50,47.50,0.45,27.50,27.38
Computer systems analyst,Legal secretary,37.8,96.4,69.74,2.79,1.55,0.00,0.00,0.62,0.00,0.00
Chief executive,Real estate broker,30.6,57.0,69.72,4.46,0.94,2.50,50.00,1.76,26.25,25.79
Cafeteria attendant,Food preparation worker,43.3,58.7,69.66,7.00,-0.08,30.00,47.50,3.54,38.75,37.38
Chief executive,Legal secretary,30.6,96.4,69.63,2.94,2.45,0.00,3.45,0.25,1.72,1.72
Personal financial advisor,Travel agent,32.6,79.7,69.56,1.36,4.10,0.00,0.00,-1.37,0.00,0.00
Cafeteria attendant,Fast food and counter worker,43.3,66.3,69.53,7.49,-1.49,20.00,31.03,4.49,25.52,24.37
First-line supervisor of production and operating workers,Supervisor of personal care and service workers,23.5,65.8,69.50,0.45,-0.37,0.00,0.00,0.41,0.00,0.00
First-line supervisor of housekeeping and janitorial workers,Healthcare social worker,44.1,77.9,69.48,0.68,1.63,0.00,100.00,-0.48,50.00,49.76
Food service manager,Nutritionist,46.7,86.3,69.45,1.58,0.69,70.00,85.00,0.44,77.50,77.16
Retail salesperson,Real estate broker,49.2,57.0,69.39,-0.14,1.10,4.76,12.50,-0.62,8.63,8.58
Dishwasher,Food preparation worker,23.1,58.7,69.25,-2.31,1.57,100.00,100.00,-1.94,100.00,98.06
Materials engineer,Psychiatric technician,13.5,69.5,69.22,-0.81,-2.14,0.00,18.75,0.67,9.38,9.31
Food service manager,Food batchmaker,46.7,55.7,69.20,3.64,3.19,100.00,100.00,0.23,100.00,99.77
Computer network architect,File Clerk,7.7,76.0,69.18,1.10,-0.49,37.50,32.00,0.80,34.75,34.47
Emergency medical technician,Licensed practical nurse,39.4,88.7,69.06,-2.52,1.77,0.00,0.00,-2.14,0.00,0.00
Emergency medical technician,Radiologic technician,39.4,70.3,69.05,-1.58,-1.37,0.00,0.00,-0.11,0.00,0.00
Cafeteria attendant,First-line supervisor of food preparation and serving workers,43.3,53.5,69.04,4.05,0.98,40.00,0.00,1.53,20.00,19.69
Computer network architect,Legal secretary,7.7,96.4,69.02,1.68,1.32,12.50,3.45,0.18,7.97,7.96
Computer programmer,Legal secretary,21.5,96.4,69.01,6.25,2.44,47.50,10.34,1.91,28.92,28.37
Wastewater treatment system operator,Medical and health services manager,7.3,71.8,69.00,1.12,1.46,65.00,92.50,-0.17,78.75,78.62
Computer network architect,Public safety telecommunicator,7.7,78.2,68.96,0.80,3.33,10.00,23.68,-1.27,16.84,16.63
Computer hardware engineer,Biological scientist,5.9,55.0,68.92,3.00,1.84,80.65,100.00,0.58,90.32,89.80
Painting worker,Artist,11.3,51.6,68.91,1.68,-0.73,42.50,2.50,1.20,22.50,22.23
Dentist,Pharmacist,39.5,57.8,68.80,0.16,-2.95,2.63,25.00,1.56,13.82,13.60
Logistician,Medical records specialist,38.7,88.9,68.77,-1.23,1.16,0.00,0.00,-1.19,0.00,0.00
Logistician,School psychologist,38.7,87.9,68.74,-1.07,3.42,0.00,9.38,-2.25,4.69,4.58
Aircraft pilot,Flight attendant,8.3,78.0,68.69,-0.01,-1.29,0.00,0.00,0.64,0.00,0.00
